image_id,latitude,longitude,geocell_id
IMG_00001,50.38157399591512,26.06185137447767,383
IMG_00002,34.529443364291524,-114.69319415563255,591
IMG_00003,-25.080840431565264,136.64618072733504,128
IMG_00004,37.638610441311386,-10.262690826961062,457
IMG_00005,-33.96629332784958,17.305832309615596,651
IMG_00006,42.93134894990931,-94.857343621229,751
IMG_00007,-7.307925923499624,-48.93321544280116,352
IMG_00008,38.33831601709875,-103.62200002556182,345
IMG_00009,46.00026999572782,28.07856634340112,236
IMG_00010,11.917608126725725,-96.20943717781056,895
IMG_00011,3.167666320125392,-78.99678232598436,169
IMG_00012,59.06779250406333,32.93042491629848,962
IMG_00013,44.83179624832249,-124.86047692929182,639
IMG_00014,54.35822252170436,110.13632418030288,399
IMG_00015,60.48636123744734,-90.63498280356109,172
IMG_00016,-27.496989505865884,-72.77862466741387,174
IMG_00017,28.270102869511675,-113.0236970538785,391
IMG_00018,36.2334430888495,-116.60641510042672,307
IMG_00019,54.70857152603793,-124.05385454371591,470
IMG_00020,-20.88717145910573,-64.22069568212675,143
IMG_00021,58.14811046886092,18.635296398896173,915
IMG_00022,62.30332465118727,110.08194899975116,194
IMG_00023,29.619561017024267,79.17435205965899,458
IMG_00024,-18.490732832484355,32.53400396205086,900
IMG_00025,-16.638747766523863,21.497856492717887,402
IMG_00026,52.2974351837878,34.45042265799748,604
IMG_00027,14.261340267369135,9.043600241771545,156
IMG_00028,40.424649684576366,-101.16944243790522,885
IMG_00029,58.55751072385786,-117.04772387517426,937
IMG_00030,-15.04358663199126,-55.63979736884747,612
IMG_00031,49.06320683957162,-108.60407503158882,821
IMG_00032,55.81749262720558,10.714801210450103,644
IMG_00033,-40.27468210444428,-67.18529913721012,710
IMG_00034,56.07702407296986,-122.70652199101671,380
IMG_00035,51.95836908668485,35.30403221962288,185
IMG_00036,41.88236710593475,41.945644457251376,25
IMG_00037,-28.09387978703828,135.36132224659946,513
IMG_00038,49.99490458033671,-126.83328747076706,982
IMG_00039,-9.624900844585198,-42.01070916294111,603
IMG_00040,56.38993811597396,-111.1335021989696,417
IMG_00041,-20.112902989712765,135.0150009855546,161
IMG_00042,27.351640299931987,-97.27314022818676,384
IMG_00043,-6.950242986199385,-62.30158249314297,247
IMG_00044,51.81165689625297,91.04062212633494,246
IMG_00045,51.96427755148787,-99.4364501090892,239
IMG_00046,35.99083246348408,-117.904630661091,307
IMG_00047,49.93169855351289,75.54068559773168,926
IMG_00048,-8.81368226447276,-74.83554053680307,267
IMG_00049,-17.64649530141486,25.2491599178104,426
IMG_00050,-25.004173240379917,28.46987760807468,10
IMG_00051,63.06543738514847,31.42385482366879,288
IMG_00052,58.03133883616033,63.87908561385791,556
IMG_00053,48.27230838912985,82.12105563345136,656
IMG_00054,41.948478407093376,1.6971180024144132,607
IMG_00055,-16.092490395070797,145.99518530168802,606
IMG_00056,-24.54101318680881,-67.45588234015324,343
IMG_00057,61.605648970370055,27.8170977669152,992
IMG_00058,3.3465487894320347,-51.68179009614232,94
IMG_00059,59.4213283341611,12.212349225850572,779
IMG_00060,-40.47547119715783,-72.40704088516986,395
IMG_00061,-41.78925926977826,-70.49952233662371,109
IMG_00062,44.7736128110798,-2.559867835715835,164
IMG_00063,33.13756865406445,-100.0590583414956,450
IMG_00064,61.96692665506754,-4.791719083299938,884
IMG_00065,27.3764785072961,80.31812601581646,24
IMG_00066,70.68596896184567,66.8469136861342,965
IMG_00067,-30.86145784581973,-59.14874248661491,810
IMG_00068,-28.62669848714025,29.37897845535537,144
IMG_00069,-13.34321269820515,-42.9619089757621,702
IMG_00070,49.47616823369901,24.52244025694739,383
IMG_00071,64.29267631168193,31.03285213642505,288
IMG_00072,52.41199773251657,7.747242858209177,145
IMG_00073,-32.12384385366954,-66.62143513538672,67
IMG_00074,7.626935444937459,39.755654182325486,192
IMG_00075,1.376965536541178,-62.33429016234214,111
IMG_00076,-9.345545354284496,-55.77324686023512,975
IMG_00077,44.080034651744455,14.972771725952043,101
IMG_00078,-14.416940492802468,-74.13789742519535,289
IMG_00079,48.50384441462967,-104.64974044915552,302
IMG_00080,34.41351614571495,-101.21893316421937,450
IMG_00081,66.67067979021772,71.7614627614274,584
IMG_00082,64.80562986946939,31.488181922584005,75
IMG_00083,55.71447840940508,29.562643293455835,451
IMG_00084,42.499305425668126,44.46806914911093,180
IMG_00085,-25.29016089411388,-51.21450521246152,984
IMG_00086,3.55235276779041,-4.388665682256232,444
IMG_00087,51.29329392724193,-122.4917037902815,783
IMG_00088,50.81867924720052,-86.59949181791983,147
IMG_00089,-31.82234186472712,113.49930285600738,442
IMG_00090,57.45323969464562,10.5615141106029,659
IMG_00091,54.81636617172438,70.08471668196307,465
IMG_00092,56.35888381811543,-97.4317540480069,491
IMG_00093,55.23061048561442,-7.69358984592327,248
IMG_00094,29.61006605101656,90.34564688246309,87
IMG_00095,38.38121360484234,-114.80116737100911,796
IMG_00096,65.68358519527322,12.188870514061875,396
IMG_00097,-17.764240922435278,119.4168408827564,793
IMG_00098,-3.326459377724433,-63.16330115347026,455
IMG_00099,-20.827765975069937,24.87606289859579,219
IMG_00100,-44.17483634309804,-65.80083326621448,269
IMG_00101,38.49485957375288,-113.4791421067087,796
IMG_00102,46.43476894000207,12.534589205369372,674
IMG_00103,-35.10764905799059,147.98489160270674,546
IMG_00104,26.98064383914587,65.14721319070708,70
IMG_00105,45.2407103746578,74.810266894839,974
IMG_00106,-24.851043523429155,139.8074128015165,128
IMG_00107,49.1117768845387,102.52668594944942,85
IMG_00108,37.71252109296398,-3.595444151688099,366
IMG_00109,28.70553357444029,-108.11751756038647,407
IMG_00110,50.8711258123638,39.21282851528903,105
IMG_00111,52.90748196017958,112.21814358684573,254
IMG_00112,5.053517901090146,40.80824899984162,519
IMG_00113,56.99090033800263,33.293652333498926,962
IMG_00114,50.55970324512776,-120.907140784081,783
IMG_00115,42.9966423194235,78.25769179576582,909
IMG_00116,50.5755011459629,-109.60596444507088,641
IMG_00117,54.63198806703508,-99.03530040319713,239
IMG_00118,45.18060582857757,44.644752497001406,707
IMG_00119,48.65145492164277,18.8102282468937,605
IMG_00120,-16.87049525008534,-40.5228246265628,432
IMG_00121,-12.531474770633764,26.576871418956443,63
IMG_00122,-16.466753212719837,-41.7662122973517,66
IMG_00123,51.566033369436354,-106.42761271356876,847
IMG_00124,43.56611767045479,-98.35352116533006,175
IMG_00125,61.18149991521756,6.048740603940672,505
IMG_00126,46.11196936289832,21.451446951499943,120
IMG_00127,45.27585761282393,22.104523585930338,120
IMG_00128,41.22570172468167,33.06106758778685,308
IMG_00129,58.74140646214568,32.0085635967435,962
IMG_00130,59.41208063793735,38.349809717218136,734
IMG_00131,-22.026648194579224,25.80452751820107,886
IMG_00132,44.970064933676895,-2.113478016045292,164
IMG_00133,3.244126581513939,101.3164833035247,216
IMG_00134,39.815698552676906,-116.24379252658817,854
IMG_00135,45.8458176635404,44.52601580315661,707
IMG_00136,44.42969519936776,43.40597442538626,418
IMG_00137,-16.71083621274485,-71.37313217122002,924
IMG_00138,10.671414194988245,41.42861047720498,420
IMG_00139,45.16249174200314,-112.50651813177268,198
IMG_00140,-17.910441692467685,142.75007017941817,39
IMG_00141,39.67682318091468,-95.328238774701,635
IMG_00142,52.86975776433917,11.26538394056027,644
IMG_00143,-28.440722096890205,-53.64321557074766,602
IMG_00144,-7.107025058643785,-74.62125638684377,267
IMG_00145,38.70856936572545,39.65235606015821,717
IMG_00146,-15.609028320605432,24.7750448012751,647
IMG_00147,45.27093152963147,-99.06322404574786,666
IMG_00148,52.160308813865015,-105.79077497902284,847
IMG_00149,44.58746220731743,46.096688251240806,707
IMG_00150,-22.237429095194315,164.67633436934466,537
IMG_00151,48.80096655256944,-97.74859883953644,693
IMG_00152,60.74223075299653,13.302939854508054,121
IMG_00153,-21.912835347179996,28.88932936829121,712
IMG_00154,44.22579196546758,42.309465819353534,418
IMG_00155,-8.953244751634116,-71.29208703735806,459
IMG_00156,54.972193204424,68.73343299010236,465
IMG_00157,57.913312673619885,82.45129735796985,203
IMG_00158,58.17179224870074,7.974199977586522,379
IMG_00159,62.60800997359155,5.935411912512251,791
IMG_00160,51.88004487180632,7.922696268578818,145
IMG_00161,54.34295426608526,79.6335374105285,140
IMG_00162,-17.528749311851044,-69.29049949801993,358
IMG_00163,56.25357549530349,24.681569599154784,646
IMG_00164,41.71084598677732,-120.49672615597969,447
IMG_00165,-52.89106642397845,157.11559959043296,133
